"","disable","computer","poverty","a85a","a7584","a6574","black","asian","aindian","latino","chci","sparent","a5564","a2034","Diabetes_Incidence","Poor_health","Adult_obesity","Food_environment_index","Physical_inactivity","Uninsured","Adult_smoking","Low_birthweight","per_Female","Excessive_drinking","Primary_care_physicians","Access_to_exercise_opportunities","State"
"1052",12.9,89.5,5.7,2,4.4,8.9,0.7,2.7,0.2,1.9,145.28,4.2,12.3,24.5,7.1,0.1380193,0.339,8.2,0.22,0.06206678,0.1524638,0.05783057,0.4961525,0.2496238,0.000606783,0.6269695,"Wisconsin"
"1053",11.1,86.5,7.7,2.6,5.4,8.9,1.5,1,0.2,1.7,141.48,4.8,13.2,22.2,6.6,0.1458772,0.347,8.3,0.23,0.07506456,0.1573743,0.05824742,0.4796032,0.2773086,0.000516746,0.7015701,"Wisconsin"
"1054",10.4,89.2,4.2,2.4,5.1,9.9,2,5.7,0.3,6.4,142.43,5.8,14.8,17.5,6.9,0.1395247,0.289,8.9,0.221,0.05927934,0.1464082,0.06477733,0.4971021,0.2524936,0.000571087,0.8764577,"Wisconsin"
"1055",16.8,77.9,28.9,0.7,3.8,8.4,0.3,0.2,83.9,6.1,137.06,10.9,13.4,17.8,10,0.3247431,0.451,6.4,0.296,0.1034483,0.3316807,0.07331378,0.5020957,0.1987887,0.00043735,0.01961248,"Wisconsin"
"1056",12.8,86.2,6.8,2.8,6.7,12.2,0.7,0.1,0.4,2.2,137.26,4,16.4,15.1,8,0.126593,0.327,8.3,0.284,0.07269231,0.155012,0.06193806,0.489045,0.2386332,0.000151607,0.6720394,"Wisconsin"
"1057",11.5,90.9,4.8,2.4,4.5,9,1.6,4.4,0.4,1.9,152.28,4.8,12.8,24.5,6.1,0.1327868,0.309,8.1,0.201,0.05304455,0.1540321,0.06609228,0.5119791,0.2609828,0.001421176,0.9265689,"Wisconsin"
"1058",11.4,88.6,5.7,2.5,5,9.6,0.6,5.8,0.3,2.8,142.51,4.1,14.4,17.6,6.3,0.117605,0.305,8.4,0.231,0.06240688,0.1542052,0.06322194,0.4971498,0.2359221,0.00090529,0.7343637,"Wisconsin"
"1059",10.1,84.9,4.8,2.4,5.3,10.1,0.6,0.4,0.4,8.4,136.48,5.2,14.2,16.1,8.1,0.1329887,0.307,9.1,0.193,0.0779843,0.1507339,0.0620985,0.492694,0.2430955,0.00037225,0.8180178,"Wisconsin"
"1060",11.6,88,5.4,2.7,5,9.5,2.8,0.7,0.4,4.8,135.17,5.9,15.4,17.7,9.1,0.1291928,0.338,8.7,0.237,0.05034405,0.1639286,0.06538857,0.4719308,0.2626503,0.000542361,0.8484773,"Wisconsin"
"1061",16.6,87,8.2,3,10,17.6,0.5,0.6,8.1,2.6,147.06,5,18.6,11.8,7.1,0.1486788,0.287,8.4,0.245,0.1036248,0.1641977,0.06655974,0.4933986,0.2205388,0.000794875,0.9287448,"Wisconsin"
"1062",12.2,86.9,7.1,2.7,6.1,11.1,1.1,2.7,0.5,4,138.21,4.7,16.3,16,7,0.1277802,0.313,8.5,0.209,0.06002675,0.1510696,0.06721512,0.5010058,0.2466786,0.000501215,0.7608973,"Wisconsin"
"1063",17.4,87.9,9,2.3,9.1,16.6,0.6,0.3,4.1,1.9,139.88,4.9,18.7,11.8,7.2,0.1563338,0.303,8.3,0.229,0.08815982,0.1644434,0.04888417,0.4916847,0.2059154,0.000131935,0.7135279,"Wisconsin"
"1064",13.6,91,4.6,3.1,8.4,17.4,0.8,0.5,0.9,3.1,150.76,4.3,18.1,13.1,8.4,0.1145406,0.28,8.6,0.229,0.0694311,0.1371561,0.05969148,0.5063617,0.2296697,0.000798432,0.7350369,"Wisconsin"
"1065",11.6,87.9,5.4,2.6,5.2,10.2,1.4,1.2,0.5,5.2,140.73,5.5,14.8,17.8,7.7,0.1377913,0.334,8.4,0.226,0.05654161,0.1516031,0.07058204,0.5088405,0.2434687,0.000549165,0.8323182,"Wisconsin"
"1066",12.9,81.5,8.7,3.2,6.8,12,0.9,0.7,0.4,2.3,136.44,5,16.1,14.8,8,0.1471461,0.309,8,0.19,0.07437473,0.1586377,0.05146477,0.4959945,0.2354969,0.000628751,0.6187226,"Wisconsin"
"1067",15.1,84,7.3,2.8,7,14,1.4,0.4,0.8,6.4,132.38,3.9,17.2,14.3,8,0.1450033,0.342,8.9,0.251,0.08782805,0.1628115,0.06477987,0.4723119,0.2256987,0.000291266,0.6081809,"Wisconsin"
"1068",11.3,82.7,8.7,2.8,5.7,9.7,0.6,0.5,0.2,3.9,136.34,5.6,15.6,16.3,7.3,0.1357976,0.366,8.7,0.242,0.09371156,0.1587182,0.0644728,0.4966275,0.2451404,0.000297106,0.4841411,"Wisconsin"
"1069",11.1,90.6,4,1.7,3.9,8.7,0.6,1.3,0.2,2.1,147.02,3.7,13.6,21.7,6.4,0.1203149,0.303,8.5,0.212,0.054274,0.1566555,0.06013684,0.5035647,0.2776863,0.00041576,0.8055535,"Wisconsin"
"1070",8.6,91.9,4.5,1.6,4.2,8.5,0.9,2.4,0.5,4.3,145.97,6,14.4,16,7,0.1063583,0.311,9,0.236,0.04324601,0.1404303,0.06457516,0.497871,0.2781331,0.00014067,0.8360458,"Wisconsin"
"1071",12.5,90.9,8.6,1.8,3.9,8,7.6,1.6,0.5,13.1,142.68,8.1,13.6,19.4,7.3,0.1458379,0.313,8.1,0.225,0.0713806,0.178001,0.07693986,0.5052592,0.2628325,0.00044527,0.9691635,"Wisconsin"
"1072",10.3,89.4,19.3,2,4.7,7.9,0.8,0.3,0.4,36.4,125.85,6.7,12.8,18.9,9.6,0.1912389,0.362,8.9,0.268,0.1614386,0.1658764,0.04013962,0.5071633,0.1488102,0.000172236,0.4678546,"Kansas"
"1073",18,86.8,7.4,5.3,9,13.1,0.3,0.7,0.5,2.2,139.61,4,17.2,12.8,6.4,0.1439525,0.368,7.2,0.32,0.1069042,0.1591016,0.06451613,0.5038546,0.1442438,0.001349892,0.5229691,"Kansas"
"1074",16.2,89.7,7.7,2.7,8.3,15.6,0.4,0.4,0.8,2.3,145.73,3.8,17.7,13.4,6.4,0.1392955,0.34,8.5,0.287,0.08860462,0.1704808,0.06761566,0.503111,0.1969057,0.000518269,0.7340967,"Michigan"
"1075",12,86.6,8.1,2.4,4.9,9.7,0.8,2.8,0.4,1.6,149.66,3,11.8,25.6,7.7,0.1730505,0.324,7.6,0.205,0.08263568,0.1975952,0.05622642,0.4588976,0.2125856,0.000824629,0.6670034,"Michigan"
"1076",10.6,94,3.3,1.5,4.7,10.3,0.6,0.9,0.3,2.4,152.52,4.1,15.8,16.4,6.5,0.1089914,0.282,8.8,0.197,0.04688825,0.1532817,0.06180613,0.4994221,0.2473572,0.000512503,0.8938646,"Michigan"
"1077",22.6,85.9,10.4,3,9.5,16.6,0.7,0.8,1,2.3,134.81,4,18,13.3,9.2,0.1568067,0.342,7.4,0.23,0.0793359,0.1838627,0.05849057,0.5014017,0.1855174,0.000552377,0.9169081,"Michigan"
"1078",25.7,78.5,12.7,2.3,8.3,17.1,7.9,0.2,0.9,2.6,128.25,2.3,19.4,13.1,7.6,0.2092662,0.31,6.8,0.217,0.09254212,0.2197219,0.08779762,0.4890397,0.1581257,8.7535e-05,0.9159373,"Michigan"
"1079",18.2,85.6,7.3,3,7.3,14.6,2.9,0.4,1.8,3.2,138.37,4.2,17.4,15.6,8.6,0.1506381,0.341,8.1,0.251,0.08727607,0.1835343,0.07168983,0.4804497,0.1862714,0.000654102,0.8787854,"Michigan"
"1080",12.8,86.3,4.7,4.6,6.2,8.9,0.7,0.1,0.7,2.1,142.23,3.6,13.5,16.2,6.2,0.1179576,0.32,8.1,0.316,0.07787741,0.1383479,0.05117707,0.4927253,0.1540371,0.001075584,0.3833759,"Kansas"
"1081",17.3,87,8.2,1.7,5.9,11.2,0.2,0.5,8.5,4.6,139.88,6.4,13.8,15.7,10.2,0.1449939,0.344,8.2,0.301,0.0974056,0.1543158,0.06388416,0.5015424,0.166472,0.000674764,0.3972664,"Kansas"
"1082",9.8,93.3,7.1,1.9,4,8.2,1.3,0.8,0.9,5.2,150.48,4.7,12.2,17.8,8.9,0.1250139,0.298,8.7,0.239,0.06454505,0.15696,0.0515625,0.5036135,0.1964243,0.00060091,0.7628217,"Kansas"
"1083",14.4,87.9,15.3,1.4,3.4,7.2,22.3,4.6,0.5,28.9,129.6,9.3,11.8,21.4,13.2,0.2097575,0.37,6.5,0.313,0.1727537,0.2296356,0.0837071,0.5055515,0.1479842,0.000391751,0.9135456,"Kansas"
"1084",22.1,85.2,9.6,2.5,5.6,10.9,0.6,0.4,1.8,2.6,137.89,6,14.4,16.2,11.1,0.1559777,0.387,7.7,0.288,0.113345,0.1971461,0.07673716,0.5021733,0.1510008,0.00024351,0.423506,"Kansas"
"1085",12.3,89.2,6.8,1.9,4.6,8.4,2.5,1.3,0.7,4.9,147.3,5.7,13.5,17.3,9,0.1311785,0.338,7.9,0.266,0.08628003,0.1772631,0.06864216,0.4975159,0.1773773,0.000719198,0.7098057,"Kansas"
"1086",16.5,79.1,4.2,4.3,7,11.8,0.9,0.6,0.7,2.5,144.09,5.2,13.6,14.5,10.6,0.1296967,0.346,7.9,0.315,0.07718537,0.1482304,0.07859079,0.5036227,0.1575297,0.001198035,0.6965436,"Kansas"
"1087",15.3,87.8,7.4,2.3,5.3,9.6,2.8,2.3,0.5,11.3,144.23,5.7,13.8,19,8.8,0.1489013,0.364,7.8,0.287,0.1103273,0.1584708,0.07377049,0.5042799,0.1643395,0.000790074,0.873323,"Kansas"
"1088",15.8,87.7,9.7,3,5.5,9.9,1,0.6,1.4,5.4,140.75,4.9,15,16.2,9.4,0.145535,0.347,7.6,0.309,0.09390969,0.1559391,0.07908429,0.5009453,0.1560488,0.000339919,0.6494696,"Kansas"
"1089",15,91.8,8.4,6,6.9,12.4,0.1,1.7,0.1,2.1,143.31,3.4,17.5,15.3,7.9,0.1214124,0.325,8.6,0.321,0.1042805,0.1337493,0.05429864,0.494429,0.1571382,0.000341647,0.7177607,"Kansas"
"1090",15.7,84.7,2.6,2.6,5.6,11.4,0.5,1.3,0.6,3.8,143.5,4.4,16.5,14,7.6,0.1149819,0.325,7.6,0.241,0.07693678,0.1444329,0.0539629,0.4912204,0.1731443,0.000431593,0.2353608,"Kansas"
"1091",17,86,7.8,4.1,8,11.5,0.7,0.3,0.7,2.4,145,7.1,13.6,15.7,8.2,0.1270994,0.334,8,0.258,0.08588435,0.1473715,0.07285975,0.4898286,0.1616785,0.000795925,0.7293268,"Kansas"
"1092",17.1,83.5,10,5,8.3,11.1,0.5,0.1,0.4,2.2,140.7,4.2,16.5,17,8.6,0.1489129,0.333,7.4,0.287,0.1269203,0.1551058,0.06493507,0.4939594,0.1459527,0.000543036,0.4738206,"Kansas"
"1093",14.8,80.8,10.5,2.8,4.8,9.3,2.9,0.5,0.4,3,140.51,5,13.5,20.9,8.2,0.1611556,0.395,7.2,0.333,0.08851675,0.1854781,0.07867495,0.5139194,0.1711708,0.000365898,0.7609903,"Kansas"
"1094",11.1,88.8,9.1,1.6,2.5,6.6,2.9,4.1,0.4,49.9,124.49,8.2,10.7,20.9,8.2,0.1855156,0.374,8.7,0.261,0.1750451,0.1757724,0.07466938,0.4903055,0.1409304,0.000538822,0.7525288,"Kansas"
"1095",14.3,92,6,1.3,4.3,8.5,8.8,1.4,0.7,7,148.8,7,12.8,19.5,11.1,0.1421261,0.348,7.3,0.258,0.06496516,0.1608346,0.06823839,0.4666101,0.1683393,0.000441278,0.8454353,"Kansas"
"1096",13.2,79.8,7.8,4.4,8.2,11.3,0.2,0.1,0.1,3.6,136.88,2.9,14.7,15.5,7.1,0.1188148,0.312,7.1,0.294,0.1175917,0.1384085,0.0785124,0.4938695,0.154902,0.000535906,0.4295568,"Kansas"
"1097",19.3,90,0.5,3.3,5.2,10.3,0.9,0.7,0.9,35.2,135.23,3,15.4,18.4,8.5,0.1848743,0.331,6.1,0.335,0.1794435,0.1552378,0.06486486,0.4839015,0.1450735,0.000927214,0.7479857,"Kansas"
"1098",16.3,85.3,6.6,3,6.5,11.5,0.8,0.6,0.2,23.4,131.01,5.8,12.8,16.3,8.2,0.1630642,0.307,8.2,0.318,0.137732,0.1451196,0.07782101,0.4975421,0.1531607,0.000997672,0.92824,"Kansas"
"1099",11.9,83.1,9,5.7,4.6,10.2,2.8,0.5,1,5.2,136.07,2.2,13.7,20.5,8.9,0.1417177,0.34,7.8,0.235,0.09657405,0.1634731,0.08290155,0.4385582,0.1674922,0.000540541,0.6411568,"Kansas"
"1100",15,88,9.7,3,6.3,9.6,1.2,0.4,1.1,14.8,137.85,5.7,15,18.4,10.4,0.1743498,0.364,7.6,0.259,0.1283474,0.1697873,0.06867805,0.5046125,0.1595821,0.000553444,0.6877936,"Kansas"
"1101",14,86.9,5,3,7.4,10.6,2,0.1,0.2,3.2,142.56,6.2,13.3,18.8,7.8,0.1608244,0.348,7.2,0.32,0.100361,0.1690223,0.05276382,0.5074317,0.1489634,0.000433887,0.6950593,"Kansas"
"1102",15.3,84.8,5.2,3.8,7.6,11.7,0.8,0.4,0.2,3.7,141.68,3.9,14.9,15.7,8,0.1225257,0.337,7.7,0.305,0.1079775,0.1434143,0.05159705,0.5023943,0.1498368,0.000247872,0.6867299,"Kansas"
"1103",18.6,81.6,15.1,3.3,5.7,10.2,1.3,0.1,0.4,5.6,137.88,8.4,14.1,16.2,10.4,0.1682782,0.36,7.6,0.297,0.08919861,0.1888067,0.06976744,0.5014245,0.1535378,0.000550593,0.7266231,"Kansas"
"1104",13.4,84.6,7.1,2.7,6.4,10.8,1,0.7,0.6,2.7,142.37,3.9,16,14,8.3,0.1198388,0.383,8.1,0.287,0.09843913,0.1439298,0.05910166,0.485473,0.167484,0.000334728,0.4071581,"Kansas"
"1105",11.2,94.8,7.4,1.6,2.2,5.1,6.2,5.1,0.4,8.3,162.52,6,7.6,42.8,7.6,0.1350536,0.245,5.6,0.175,0.08766812,0.153389,0.06018457,0.4704607,0.2342075,0.00062461,0.8554454,"Kansas"
"1106",18.6,87.6,11.7,2.7,6.7,12.2,0.8,1.6,0.8,5.5,139.1,5.1,15.5,17,7.5,0.1460813,0.347,8.2,0.269,0.1081011,0.1744633,0.06026786,0.4837884,0.1561388,0.00062202,0.5492697,"Kansas"
"1107",17.2,87.2,7.8,2.4,7,10.1,1.4,0.5,0.9,4.7,139.5,3.9,14.4,16.2,8.4,0.1334778,0.322,8.1,0.305,0.09590455,0.1701997,0.07002457,0.4995804,0.1679611,0.000414443,0.7840437,"Kansas"
"1108",23.5,81.4,14.2,1.8,4.9,10.8,2.2,0.1,0.1,1.1,126.84,6.8,13.9,16.7,9.9,0.2282562,0.336,7.8,0.325,0.09535171,0.2322087,0.08158683,0.5060316,0.1270417,0.00047824,0.5655144,"Kentucky"
"1109",19.8,73.3,21.6,1.9,5.5,10.8,0.6,0.1,0.5,1.4,124.39,6.6,13.8,17.7,11.4,0.2418006,0.385,7.7,0.368,0.07144489,0.2336464,0.09186992,0.505657,0.1456158,0.000184108,0.295202,"Kentucky"
"1110",15.5,83,13.3,1,4.2,8.5,0.8,0.1,0.1,2.8,129.05,9,12.3,19,10.8,0.2239662,0.356,7.5,0.301,0.07016213,0.2315716,0.08089976,0.500983,0.1509764,0.000525104,0.62278,"Kentucky"
"1111",14.1,89.4,10.2,2,4.5,9.2,21.7,2.9,0.2,5.4,149.3,7.7,13.5,21,11.3,0.1872866,0.319,7.4,0.257,0.06752272,0.1922278,0.09186957,0.516595,0.1912724,0.000958588,0.8956411,"Kentucky"
"1112",14.4,75.6,12.2,1.7,6.2,10.2,6.7,0.3,0.1,2.9,130.64,8.6,13.9,17.4,7.8,0.2107759,0.349,7.4,0.384,0.07991636,0.2181206,0.07604717,0.5088557,0.1347588,0.000297287,0.4098752,"Kentucky"
"1113",25.9,82.2,13.9,2,4.8,9.3,1.5,0.5,0.1,1.7,124.52,4.7,13.8,15.6,11.5,0.2407532,0.366,7.6,0.318,0.07963382,0.245284,0.08978873,0.5017441,0.1300589,8.17795e-05,0.6891554,"Kentucky"
"1114",17.1,84.8,9,2.3,5.9,10.3,8,0.9,0.3,3.3,141.21,5.2,13,19.5,9.5,0.2041624,0.322,6.9,0.318,0.06193825,0.2052683,0.08168885,0.498834,0.1473715,0.00087222,0.8546708,"Kentucky"
"1115",28.4,76.3,18.1,1.6,4.4,9.7,5.5,0.1,0.2,2,120.84,4.6,13,22.2,11.7,0.2820281,0.405,7,0.309,0.08135253,0.2773468,0.123789,0.447842,0.1304232,0.000325018,0.4907572,"Kentucky"
"1116",23.2,79,17.2,2,5.7,10.7,2.5,0.3,0.1,3.1,124.49,3.7,14.6,16.6,8.1,0.2544525,0.342,7.8,0.29,0.08763966,0.2419792,0.08472687,0.5014167,0.1305154,0.000468735,0.4610052,"Kentucky"
"1117",24.5,79,16.4,1.7,5.6,10.1,3.6,0.1,0.1,5.5,124.91,5.4,14.6,17.8,7.3,0.2269905,0.347,8.2,0.329,0.08703808,0.2319115,0.07975986,0.5060829,0.1410005,0.00015186,0.2905073,"Kentucky"
"1118",15.8,69.6,16.8,1.6,4.8,8.5,0.7,0.5,0.5,80.3,122.75,9.4,11.2,19.5,7.1,0.2670287,0.293,8.3,0.259,0.2022565,0.1546436,0.103788,0.5079589,0.1616112,0.000289981,0.3847397,"Texas"
"1119",12.7,86.3,6,1.1,3.7,6,0.8,1.9,1.2,45.8,121.32,4.8,10.9,20.4,7.2,0.2076287,0.32,6.8,0.245,0.2904029,0.1624958,0.07843137,0.4865363,0.1963459,0.000842578,0.9215277,"Texas"
"1120",12.7,92.1,8.4,1.8,4.3,8.5,11.1,2.4,0.2,4.9,155.54,6.3,11.8,25.6,9.5,0.1559331,0.317,7.3,0.19,0.06726822,0.1522177,0.07471474,0.5098642,0.2182047,0.000979778,0.8456244,"Michigan"
"1121",24.1,83.2,10.9,3,9.9,18.5,0.2,0.2,1.2,1.3,131.64,3.3,20.6,11.1,8.1,0.1536478,0.311,8.1,0.263,0.09427767,0.1746658,0.06359649,0.4925324,0.1691035,0.00108003,0.7158218,"Michigan"
"1122",19.7,82.5,8.8,3.5,9.9,17.2,0.6,0.6,0.5,1.4,136.07,3.5,19.5,11.1,8.7,0.1527678,0.338,7.6,0.249,0.09036145,0.1659406,0.07473842,0.5018022,0.1793103,7.78756e-05,0.720619,"Michigan"
"1123",20.9,79.7,12.7,2.3,8.6,15.4,0.3,0.5,0.5,1.7,131.4,4.8,16.9,13.5,7.3,0.1706697,0.351,8.2,0.288,0.08996652,0.1903202,0.07221259,0.4974126,0.1746807,0.000317915,0.6417173,"Michigan"
"1124",16.1,87.1,13,1.8,5.5,10.8,3,0.9,0.6,2.3,140.29,4.9,13.4,23.1,6.6,0.1637351,0.354,7.1,0.261,0.07804396,0.2200974,0.06615331,0.4986928,0.2179169,0.000534052,0.6731857,"Michigan"
"1125",14.1,89.7,8.5,2.3,5.3,10.8,1.7,0.9,0.8,1.5,149.56,4.1,14.2,23.1,7.6,0.134488,0.308,7.8,0.209,0.05589727,0.1722945,0.06918799,0.4959886,0.2369722,0.001041434,0.8163901,"Michigan"
"1126",17.8,84.6,11.4,1.9,5.7,11.2,1.2,0.4,0.9,5.8,133.77,4.9,15.6,16.8,8.5,0.152163,0.37,8.5,0.218,0.07670872,0.197563,0.06982803,0.4965789,0.1869517,0.000333695,0.7538795,"Michigan"
"1127",19.6,84.1,12.9,2.2,6.4,12,1.1,0.3,0.7,1.9,131.84,5.7,15.3,15.8,9.5,0.1938861,0.33,7.6,0.244,0.09290337,0.2127547,0.067694,0.4935093,0.1895829,0.000303582,0.6147994,"Michigan"
"1128",17.6,90.7,8.9,2.5,5.9,12.3,0.7,0.6,0.3,1.7,141.92,7,15.5,16.5,7.7,0.1432062,0.314,8.3,0.212,0.07957684,0.1743284,0.07648402,0.5041275,0.2074614,0.00061848,0.8756415,"Michigan"
"1129",15.4,87.3,12.3,2.2,5.2,9.9,10.5,2.4,0.6,5.2,138.7,6.9,13.9,18.6,11.4,0.1829836,0.337,7.4,0.267,0.07370726,0.2035291,0.08116241,0.5109758,0.1861575,0.000595619,0.775491,"Michigan"
"1130",19.6,85.4,10.7,2.8,8.1,15.9,0.8,0.4,2.1,1.4,138.53,3.8,17.6,13.9,9.2,0.1623185,0.32,7.6,0.268,0.09783308,0.1976846,0.05958363,0.5004134,0.1825115,0.000550596,0.9038314,"Michigan"
"1131",20.3,80.9,9,3.1,6.6,11.6,6.8,0.5,6.5,3.5,135.41,2.1,14.8,17.9,7.6,0.1860972,0.337,7.6,0.263,0.09776886,0.2111261,0.0923913,0.4167977,0.2014158,0.001247077,0.6249434,"Michigan"
"1132",11.2,92.1,7.7,1.8,3.8,7.7,9.6,3,0.4,10.6,149.85,6.8,12.3,22.7,8.7,0.1262868,0.294,8.2,0.199,0.07454873,0.1631929,0.07874373,0.5071826,0.233958,0.000892564,0.9355649,"Michigan"
"1133",17.1,85.4,12.4,2.5,5.6,10.6,18.6,1.2,0.3,8.5,138.38,8.1,14.3,19,10.3,0.1801196,0.398,7.1,0.218,0.06930519,0.1849506,0.09399066,0.5140335,0.1927031,0.000838045,0.647283,"Michigan"
"1134",15.4,88.3,7.7,1.9,5.3,10.5,0.7,0.3,0.3,2.9,136.76,4.9,15.2,17.4,7.6,0.145677,0.331,7.9,0.246,0.06931887,0.1979436,0.07309826,0.5057327,0.228606,0.000437197,0.6634724,"Michigan"
"1135",15.5,87.2,11.5,2.3,6.1,11.1,1.7,0.6,0.3,5.3,137.68,7.5,15.4,17.9,8.4,0.1606477,0.382,7.9,0.271,0.06562566,0.1897792,0.07521595,0.5078523,0.221094,0.000454292,0.9020701,"Michigan"
"1136",14.8,90.1,7.2,2.5,7.2,14,0.5,0.5,1.6,2,149.72,4.2,17.3,14.9,7.5,0.1360825,0.301,8.5,0.197,0.07827798,0.1676021,0.05861244,0.5064186,0.1964136,0.000876591,0.9135227,"Michigan"
"1137",18.9,83.8,8.5,2.8,7.3,13.2,0.3,0.4,2,1.4,140.57,5.4,16.7,14.8,10.1,0.1646999,0.318,7.6,0.215,0.07774292,0.1975221,0.07027876,0.5033976,0.1856579,0.000659758,0.9121908,"Michigan"
"1138",13.4,90,6.4,2.4,6.3,13,0.7,0.6,2.9,1.7,151.64,5.5,16.2,16.5,5.5,0.1335798,0.296,8.1,0.186,0.08137667,0.1784297,0.06232427,0.5049726,0.2114939,0.001266548,0.8826696,"Michigan"
"1139",17.4,85.6,9.5,4.3,6.6,13.6,0.6,0.4,3.1,1.3,134.77,6.2,18,13.8,7.1,0.1393995,0.287,6.8,0.25,0.06979592,0.1716255,0.0690571,0.4981787,0.2050741,0.000467253,0.7186537,"Minnesota"
"1140",12.2,84.7,6.7,2.8,5.9,10.3,0.6,0.4,0.2,1.7,135.35,4.7,15.2,16.1,8,0.1247163,0.347,8,0.243,0.05788565,0.1451274,0.05270864,0.4951098,0.212848,0.000610221,0.4959034,"Minnesota"
"1141",12.7,88.1,6.8,2.2,6.3,9.5,1.1,1.2,1.6,3.8,138.54,6.3,13.8,18.9,7.6,0.1155431,0.286,8.5,0.237,0.04937955,0.1448978,0.05868545,0.4991219,0.2298248,0.000703284,0.7305815,"Minnesota"
"1142",11,89,5.5,2.5,5.5,9,3.2,1.5,0.4,7.8,142.99,5.5,13.6,17.3,7.9,0.1237334,0.303,8.9,0.207,0.04190357,0.138895,0.06257594,0.5034914,0.234522,0.000843423,0.6793252,"Minnesota"
"1143",18.1,84.6,7.8,3.1,11,18.4,0.5,0.3,2.1,1.4,137.05,5,18.2,11.4,7.5,0.134269,0.296,7.7,0.258,0.06842547,0.1562193,0.06633907,0.4945133,0.1859239,0.000764234,0.5323417,"Minnesota"
"1144",12,84,7.9,4.2,7.1,11.4,0.3,0.4,0.3,6.9,136.35,4.9,16,14.8,7.4,0.1261754,0.277,8.6,0.232,0.05849765,0.1444744,0.05118483,0.5026911,0.2046657,0.000355872,0.7823129,"Minnesota"
"1145",13.5,85.1,3.9,4.2,8.1,13.1,0.4,1.6,0.3,4,136.85,3.9,15.8,13.8,6.9,0.1255709,0.298,8.9,0.234,0.05504587,0.144453,0.06115702,0.5003002,0.2075527,0.000237727,0.5433811,"Minnesota"
"1146",12.1,89.8,7.6,2.7,5.5,10.1,5.3,1,0.3,12.1,140,6.6,14.4,18.6,6.9,0.1308767,0.297,8.5,0.222,0.06490943,0.1401475,0.05242334,0.4982233,0.1965981,0.001034272,0.7426786,"Minnesota"
"1147",15,89.1,5.2,3.6,8.4,13.8,0.6,0.1,0.9,1.4,147.03,4.3,18.1,13.7,6.4,0.1204577,0.292,8.7,0.216,0.04414369,0.1402331,0.06282723,0.4904471,0.1985693,0.000940645,0.8442849,"Minnesota"
"1148",10.7,88.7,5.8,4,5.8,10.1,0.9,1.1,0.3,3.2,141.43,4.8,13.9,15.5,7,0.1089723,0.27,8.9,0.238,0.05112502,0.1370377,0.06760204,0.5084693,0.2130852,0.001041667,0.6377619,"Minnesota"
"1149",11.5,87.9,5.4,2.3,5,9.3,1,2.7,1.8,1.3,137.96,4.5,15.3,15.5,8.5,0.1166069,0.297,8.4,0.253,0.05090937,0.1439151,0.05219985,0.4859849,0.2210465,0.000443881,0.4913302,"Minnesota"
"1150",16.2,87.4,7.4,6,8.1,10.7,0.5,0.2,5,3.1,136.94,5,15.8,16.7,8.6,0.1187966,0.321,7.9,0.256,0.06449045,0.1352121,0.05333333,0.5044696,0.205003,0.000294031,0.6506464,"Minnesota"
"1151",13.5,88.6,8.1,2.3,6.1,11.8,0.5,0.6,7.4,2.1,143.11,5.4,15.2,15.5,6.1,0.1426096,0.301,7.8,0.235,0.06723891,0.1590666,0.05649913,0.5013933,0.2314876,0.000838675,0.6209082,"Minnesota"
"1152",10,93.8,6.1,1.9,3.8,8,13.3,7.1,0.7,6.9,162.92,5.5,12.7,23.3,6.6,0.1094408,0.226,8.3,0.168,0.057956,0.1316437,0.07258865,0.5057936,0.2504423,0.001182195,0.9925826,"Minnesota"
"1153",10.1,88.5,4.6,3.3,7.1,10.4,0.7,0.7,0.3,4.4,139.99,5,14.9,17.6,8.6,0.1164048,0.3,8.7,0.233,0.04261584,0.1309013,0.05377456,0.5044017,0.2193006,0.001224667,0.8121886,"Minnesota"
"1154",12,83.2,6.5,4.4,5.6,10.9,0.9,0.9,2,7.3,135.01,6.5,14.3,17.6,9.8,0.121118,0.305,8.8,0.258,0.0651561,0.1514671,0.05114639,0.5056458,0.2212536,0.000660666,0.6738204,"Minnesota"
"1155",17.2,83.5,10.4,3,6.4,10.9,0.2,0.5,8.3,2.2,133.33,5,14.8,15,8.6,0.1574155,0.302,6.9,0.227,0.08075158,0.1684656,0.05497382,0.4949587,0.1955095,0.000454391,0.6592294,"Minnesota"
"1156",10.4,90.1,6.2,3.1,5.5,10.4,1.3,0.8,0.8,3.3,144.31,5.4,15.5,16.6,6.9,0.1025854,0.311,8.7,0.244,0.05031227,0.1497075,0.05517241,0.5012426,0.2475524,0.000926026,0.9283286,"Minnesota"
"1157",12.9,90.3,4.4,1.9,4.7,8.9,0.5,1.5,0.3,2,138.01,5,14.2,18.3,7.8,0.1106881,0.309,9,0.247,0.04516587,0.1538821,0.06255985,0.493376,0.2321848,0.00078066,0.521208,"Minnesota"
"1158",12.2,87.9,8.1,3.2,6.1,9.1,3.9,3.7,0.1,11.6,137.86,5.9,13,17.2,8.1,0.135493,0.296,8.7,0.242,0.06566646,0.1562404,0.06189938,0.4981488,0.2212237,0.000485735,0.7274979,"Minnesota"
